PRN_A,PRN_B,RHO,N_proteins
PRN22,PRN29,0.00642752668009194,3740
PRN22,PRN30,-0.153946275904068,6919
PRN22,PRN31,-0.162129516759213,156332
PRN22,PRN32,0.299382752160767,12342
PRN22,PRN33,0.282650835720968,64889
PRN22,PRN34,-0.0465896225888441,41888
PRN22,PRN35,-0.21365999484041,97614
PRN22,PRN36,0.0318464950990017,179146
PRN22,PRN37,-0.0327256441952994,176154
PRN22,PRN38,-0.0791627661040618,40953
PRN22,PRN39,-0.234898729017206,117436
PRN22,PRN40,0.0191700926572605,10659
PRN22,PRN41,0.268865435061441,45067
PRN23,PRN24,0.0864437897794114,55756
PRN23,PRN25,0.294002907595616,111512
PRN23,PRN26,0.187192068614689,25511
PRN23,PRN27,-0.129733550846963,92313
PRN23,PRN28,-0.0989967206344689,71536
PRN23,PRN29,-0.00691332359738292,5260
PRN23,PRN30,0.0441557045134559,9731
PRN23,PRN31,0.1563193776097,219868
PRN23,PRN32,-0.323529931888372,17358
PRN23,PRN33,-0.289688502152112,91261
PRN23,PRN34,0.120141246778488,58912
PRN23,PRN35,0.272475854673908,137286
PRN23,PRN36,-0.0196073008417029,251954
PRN23,PRN37,-0.00193656908511413,247746
PRN23,PRN38,0.0288209028586003,57597
PRN23,PRN39,0.275556102462451,165164
PRN23,PRN40,0.0625121920009862,14991
PRN23,PRN41,-0.241196556734828,63383
PRN24,PRN25,0.0960716821243992,89888
PRN24,PRN26,0.001158188519743,20564
PRN24,PRN27,-0.15927421300661,74412
PRN24,PRN28,-0.0888139352263269,57664
PRN24,PRN29,-0.217117244173985,4240
PRN24,PRN30,0.0461009264243383,7844
PRN24,PRN31,0.212120509942549,177232
PRN24,PRN32,-0.340261548791352,13992
PRN24,PRN33,-0.185719846234523,73564
PRN24,PRN34,-0.0209170230064151,47488
PRN24,PRN35,0.169821646037209,110664
PRN24,PRN36,0.0452226502056182,203096
PRN24,PRN37,0.00365239788303564,199704
PRN24,PRN38,-0.0251953534083083,46428
PRN24,PRN39,0.0401367478974415,133136
PRN24,PRN40,-0.169157150608243,12084
PRN24,PRN41,-0.0531297329685128,51092
PRN25,PRN26,0.235875406195402,41128
PRN25,PRN27,-0.141441652538444,148824
PRN25,PRN28,-0.114599355993695,115328
PRN25,PRN29,-0.0168830632475774,8480
PRN25,PRN30,0.036893353465022,15688
PRN25,PRN31,0.154348564508105,354464
PRN25,PRN32,-0.313770374194187,27984
PRN25,PRN33,-0.263999731896609,147128
PRN25,PRN34,0.132612212256866,94976
PRN25,PRN35,0.273712264934319,221328
PRN25,PRN36,0.00512065563449872,406192
PRN25,PRN37,3.84779000673569e-05,399408
PRN25,PRN38,-0.000333141776459482,92856
PRN25,PRN39,0.251062067960355,266272
PRN25,PRN40,0.0618138235284462,24168
PRN25,PRN41,-0.200055389365478,102184
PRN26,PRN27,-0.111912941297661,34047
PRN26,PRN28,-0.11523376345668,26384
PRN26,PRN29,0.0674370770228883,1940
PRN26,PRN30,-0.0171668079420337,3589
PRN26,PRN31,0.0552354525722311,81092
PRN26,PRN32,-0.173150123846285,6402
PRN26,PRN33,-0.14535889047714,33659
PRN26,PRN34,0.126701881663207,21728
PRN26,PRN35,0.180400188896995,50634
PRN26,PRN36,0.0267347815714217,92926
PRN26,PRN37,-0.00508153507077,91374
PRN26,PRN38,-0.0530600772786938,21243
PRN26,PRN39,0.161395296402214,60916
PRN26,PRN40,0.101786867043275,5529
PRN26,PRN41,-0.102176416388954,23377
PRN27,PRN28,0.214374653077509,95472
PRN27,PRN29,0.13287680943843,7020
PRN27,PRN30,0.129733174645107,12987
PRN27,PRN31,-0.0991084421734965,293436
PRN27,PRN32,0.24850962117999,23166
PRN27,PRN33,0.148899434362102,121797
PRN27,PRN34,-0.00515564827552044,78624
PRN27,PRN35,-0.182360167773577,183222
PRN27,PRN36,-0.0891084892373706,336258
PRN27,PRN37,0.0345960601354772,330642
PRN27,PRN38,0.184406406143941,76869
PRN27,PRN39,-0.0589434222047686,220428
PRN27,PRN40,0.0597721493295895,20007
PRN27,PRN41,0.0422966580321922,84591
PRN28,PRN29,0.106495032281001,5440
PRN28,PRN30,0.112465979813492,10064
PRN28,PRN31,-0.0716733099783148,227392
PRN28,PRN32,0.186656633739417,17952
PRN28,PRN33,0.119172170736198,94384
PRN28,PRN34,0.00340950553267242,60928
PRN28,PRN35,-0.150146420872775,141984
PRN28,PRN36,-0.103372960920648,260576
PRN28,PRN37,0.024091913100358,256224
PRN28,PRN38,0.244992393424364,59568
PRN28,PRN39,-0.0423170491697599,170816
PRN28,PRN40,0.0316543396224938,15504
PRN28,PRN41,0.0197611077081157,65552
PRN29,PRN30,0.0172211864357162,740
PRN29,PRN31,-0.116129693538787,16720
PRN29,PRN32,0.184133386150031,1320
PRN29,PRN33,0.0899975418332868,6940
PRN29,PRN34,0.047801486552561,4480
PRN29,PRN35,-0.0983180171994599,10440
PRN29,PRN36,-0.0719112782829333,19160
PRN29,PRN37,-0.00116131708422769,18840
PRN29,PRN38,0.103007539579544,4380
PRN29,PRN39,0.0207251822971383,12560
PRN29,PRN40,0.142240972159731,1140
PRN29,PRN41,-0.0141975912197676,4820
PRN30,PRN31,0.142762333376856,30932
PRN30,PRN32,-0.0751162697815642,2442
PRN30,PRN33,-0.112137227523571,12839
PRN30,PRN34,-0.00278369881212299,8288
PRN30,PRN35,0.0206186520031624,19314
PRN30,PRN36,-0.0443960090411754,35446
PRN30,PRN37,0.135177543542764,34854
PRN30,PRN38,0.197543788074327,8103
PRN30,PRN39,0.105896879140375,23236
PRN30,PRN40,-0.0685623006921079,2109
PRN30,PRN41,-0.164750669173392,8917
PRN31,PRN32,-0.281798030641979,55176
PRN31,PRN33,-0.213197318752562,290092
PRN31,PRN34,0.0132297558564906,187264
PRN31,PRN35,0.199770834092033,436392
PRN31,PRN36,0.0294412984932055,800888
PRN31,PRN37,0.0407773100643062,787512
PRN31,PRN38,0.014532470447749,183084
PRN31,PRN39,0.132112829708811,525008
PRN31,PRN40,-0.118089622580502,47652
PRN31,PRN41,-0.142399107637805,201476
PRN32,PRN33,0.39579612200371,22902
PRN32,PRN34,-0.0614480643278018,14784
PRN32,PRN35,-0.362323526590281,34452
PRN32,PRN36,-0.0543702591835638,63228
PRN32,PRN37,-0.0142762712362056,62172
PRN32,PRN38,0.045445500242992,14454
PRN32,PRN39,-0.245664594037487,41448
PRN32,PRN40,0.0936273913050062,3762
PRN32,PRN41,0.255898901337128,15906
PRN33,PRN34,-0.0516454503652711,77728
PRN33,PRN35,-0.28197573680707,181134
PRN33,PRN36,-0.0109809842984036,332426
PRN33,PRN37,-0.0243030468734009,326874
PRN33,PRN38,-0.00970541889512858,75993
PRN33,PRN39,-0.237333430917911,217916
PRN33,PRN40,0.0561664313926603,19779
PRN33,PRN41,0.25482133106421,83627
PRN34,PRN35,0.0890451860144901,116928
PRN34,PRN36,-0.020583329940981,214592
PRN34,PRN37,-0.00623431694023422,211008
PRN34,PRN38,0.0422830881282977,49056
PRN34,PRN39,0.135934332775994,140672
PRN34,PRN40,0.235877259263458,12768
PRN34,PRN41,-0.0390068338307523,53984
PRN35,PRN36,0.036169450001081,500076
PRN35,PRN37,0.00156609448598488,491724
PRN35,PRN38,-0.0384636267054592,114318
PRN35,PRN39,0.219769874275498,327816
PRN35,PRN40,-0.0226472468160637,29754
PRN35,PRN41,-0.183322213867919,125802
PRN36,PRN37,0.00412180719626376,902436
PRN36,PRN38,-0.112781334377888,209802
PRN36,PRN39,-0.0348812060989059,601624
PRN36,PRN40,-0.0441160115487527,54606
PRN36,PRN41,0.0418757709599046,230878
PRN37,PRN38,0.0430393489122952,206298
PRN37,PRN39,0.0165837398585478,591576
PRN37,PRN40,-0.0218663238254389,53694
PRN37,PRN41,-0.0341267037935825,227022
PRN38,PRN39,0.0726994825027012,137532
PRN38,PRN40,0.0317363858169851,12483
PRN38,PRN41,-0.0943090728413651,52779
PRN39,PRN40,0.106882315614415,35796
PRN39,PRN41,-0.217699943470527,151348
PRN40,PRN41,0.0175434000209825,13737
